"ID";"ConsumptionByHouseholds";"Periods";"Indices_1";"VolumeChanges_2";"VolumeChangesShoppingdayAdjusted_3";"Indices_4";"ValueChanges_5";"PriceChanges_6"
"3605";"A048214";"2003KW02";"   108.1";"    -0.3";"    -0.4";"    83.3";"     0.9";"     1.2"
"3606";"A048214";"2003MM07";"    97.7";"    -1.1";"    -1.5";"    75.5";"    -0.2";"     1.0"
"3607";"A048214";"2003MM08";"    98.9";"    -2.6";"    -1.5";"    76.0";"    -1.8";"     0.9"
"3608";"A048214";"2003MM09";"   101.1";"     1.7";"     0.2";"    77.5";"     1.7";"     0.0"
"3609";"A048214";"2003KW03";"    99.2";"    -0.7";"    -0.9";"    76.3";"    -0.1";"     0.6"
"3610";"A048214";"2003MM10";"   111.3";"     1.4";"    -0.4";"    84.1";"     2.2";"     0.8"
"3611";"A048214";"2003MM11";"   118.1";"    -1.8";"    -0.7";"    86.9";"    -0.1";"     1.7"
"3612";"A048214";"2003MM12";"   132.8";"     0.3";"    -0.5";"    93.7";"     2.2";"     1.9"
"3613";"A048214";"2003KW04";"   120.7";"    -0.1";"    -0.5";"    88.2";"     1.4";"     1.5"
"3614";"A048214";"2004MM01";"   126.9";"    -2.3";"    -2.3";"    94.8";"    -1.9";"     0.4"
"3615";"A048214";"2004MM02";"   115.5";"    -2.6";"    -3.5";"    86.6";"    -2.6";"     0.0"
"3616";"A048214";"2004MM03";"   120.3";"     2.9";"     1.5";"    91.6";"     2.9";"     0.1"
"3617";"A048214";"2004KW01";"   120.9";"    -0.7";"    -1.5";"    91.0";"    -0.6";"     0.2"
"3618";"A048214";"2004MM04";"   113.6";"    -0.2";"    -0.4";"    88.7";"     2.7";"     3.0"
"3619";"A048214";"2004MM05";"   107.9";"    -2.2";"    -0.3";"    87.9";"     2.4";"     4.7"
"3620";"A048214";"2004MM06";"   104.3";"     3.9";"     2.0";"    84.1";"     8.1";"     4.0"
"3621";"A048214";"2004KW02";"   108.6";"     0.4";"     0.4";"    86.9";"     4.3";"     3.9"
"3622";"A048214";"2004MM07";"   101.4";"     3.7";"     2.9";"    81.4";"     7.8";"     3.9"
"3623";"A048214";"2004MM08";"    99.3";"     0.4";"     1.8";"    79.2";"     4.2";"     3.8"
"3624";"A048214";"2004MM09";"   102.5";"     1.4";"     0.8";"    81.9";"     5.7";"     4.2"
"3625";"A048214";"2004KW03";"   101.1";"     1.9";"     1.8";"    80.8";"     5.9";"     4.0"
"3626";"A048214";"2004MM10";"   108.1";"    -2.8";"    -1.0";"    86.4";"     2.8";"     5.8"
"3627";"A048214";"2004MM11";"   120.6";"     2.1";"     1.7";"    92.6";"     6.5";"     4.3"
"3628";"A048214";"2004MM12";"   133.7";"     0.6";"     0.6";"    98.3";"     4.9";"     4.2"
"3629";"A048214";"2004KW04";"   120.8";"     0.0";"     0.4";"    92.4";"     4.8";"     4.7"
"3630";"A048214";"2005MM01";"   121.4";"    -4.3";"    -2.6";"    97.1";"     2.5";"     7.1"
"3631";"A048214";"2005MM02";"   116.7";"     1.0";"     1.8";"    94.1";"     8.7";"     7.6"
"3632";"A048214";"2005MM03";"   120.6";"     0.3";"     0.2";"    98.2";"     7.2";"     6.9"
"3633";"A048214";"2005KW01";"   119.6";"    -1.1";"    -0.3";"    96.5";"     6.0";"     7.2"
"3634";"A048214";"2005MM04";"   113.5";"    -0.1";"    -0.6";"    93.6";"     5.5";"     5.6"
"3635";"A048214";"2005MM05";"   108.1";"     0.3";"     1.0";"    91.3";"     3.9";"     3.6"
"3636";"A048214";"2005MM06";"   106.6";"     2.2";"     2.2";"    90.6";"     7.7";"     5.4"
"3637";"A048214";"2005KW02";"   109.4";"     0.8";"     0.8";"    91.8";"     5.7";"     4.9"
"3638";"A048214";"2005MM07";"    98.8";"    -2.5";"    -1.1";"    83.2";"     2.3";"     4.9"
"3639";"A048214";"2005MM08";"    98.9";"    -0.4";"    -2.0";"    83.9";"     5.9";"     6.3"
"3640";"A048214";"2005MM09";"    99.9";"    -2.5";"    -2.4";"    85.9";"     4.9";"     7.7"
"3641";"A048214";"2005KW03";"    99.2";"    -1.8";"    -1.8";"    84.4";"     4.4";"     6.3"
"3642";"A048214";"2005MM10";"   104.5";"    -3.3";"    -1.6";"    89.7";"     3.8";"     7.3"
"3643";"A048214";"2005MM11";"   119.5";"    -0.9";"    -0.4";"    98.5";"     6.4";"     7.4"
"3644";"A048214";"2005MM12";"   131.0";"    -2.0";"    -1.6";"   105.7";"     7.6";"     9.7"
"3645";"A048214";"2005KW04";"   118.4";"    -2.0";"    -1.2";"    98.0";"     6.0";"     8.2"
"3646";"A048214";"2006MM01";"   124.3";"     2.4";"     2.2";"   108.8";"    12.0";"     9.4"
"3647";"A048214";"2006MM02";"   112.7";"    -3.4";"    -3.5";"    98.4";"     4.5";"     8.2"
"3648";"A048214";"2006MM03";"   122.2";"     1.3";"     0.5";"   107.1";"     9.0";"     7.6"
"3649";"A048214";"2006KW01";"   119.7";"     0.1";"    -0.2";"   104.7";"     8.6";"     8.4"
"3650";"A048214";"2006MM04";"   113.7";"     0.2";"     1.5";"    99.8";"     6.6";"     6.4"
"3651";"A048214";"2006MM05";"   107.0";"    -1.1";"    -2.5";"    96.4";"     5.6";"     6.8"
"3652";"A048214";"2006MM06";"   103.4";"    -3.0";"    -3.1";"    92.5";"     2.1";"     5.3"
"3653";"A048214";"2006KW02";"   108.0";"    -1.3";"    -1.3";"    96.2";"     4.8";"     6.2"
"3654";"A048214";"2006MM07";"    95.0";"    -3.9";"    -3.3";"    84.4";"     1.4";"     5.5"
"3655";"A048214";"2006MM08";"    98.2";"    -0.7";"    -0.9";"    86.9";"     3.6";"     4.3"
"3656";"A048214";"2006MM09";"    99.4";"    -0.5";"    -0.9";"    85.7";"    -0.3";"     0.2"
"3657";"A048214";"2006KW03";"    97.6";"    -1.7";"    -1.7";"    85.7";"     1.5";"     3.3"
"3658";"A048214";"2006MM10";"   100.5";"    -3.9";"    -3.5";"    86.6";"    -3.5";"     0.4"
"3659";"A048214";"2006MM11";"   113.4";"    -5.1";"    -5.0";"    96.2";"    -2.4";"     2.9"
"3660";"A048214";"2006MM12";"   120.2";"    -8.3";"    -6.9";"   100.8";"    -4.6";"     4.0"
"3661";"A048214";"2006KW04";"   111.4";"    -5.9";"    -5.2";"    94.5";"    -3.5";"     2.5"
"3662";"A048214";"2007MM01";"   116.5";"    -6.2";"    -6.9";"   103.3";"    -5.0";"     1.3"
"3663";"A048214";"2007MM02";"   107.6";"    -4.6";"    -4.2";"    95.8";"    -2.6";"     2.0"
"3664";"A048214";"2007MM03";"   114.7";"    -6.2";"    -6.0";"   103.2";"    -3.6";"     2.8"
"3665";"A048214";"2007KW01";"   112.9";"    -5.7";"    -5.8";"   100.8";"    -3.8";"     2.0"
"3666";"A048214";"2007MM04";"   103.6";"    -8.9";"    -7.9";"    92.4";"    -7.4";"     1.6"
"3667";"A048214";"2007MM05";"   104.0";"    -2.8";"    -3.1";"    94.8";"    -1.7";"     1.1"
"3668";"A048214";"2007MM06";"   101.8";"    -1.5";"    -2.1";"    91.8";"    -0.7";"     0.8"
"3669";"A048214";"2007KW02";"   103.1";"    -4.5";"    -4.5";"    93.0";"    -3.4";"     1.2"
"3670";"A048214";"2007MM07";"    94.9";"    -0.1";"     0.6";"    84.8";"     0.5";"     0.6"
"3671";"A048214";"2007MM08";"    98.9";"     0.7";"     0.2";"    87.3";"     0.4";"    -0.3"
"3672";"A048214";"2007MM09";"    98.9";"    -0.6";"     0.9";"    87.5";"     2.1";"     2.7"
"3673";"A048214";"2007KW03";"    97.6";"     0.0";"     0.6";"    86.5";"     1.0";"     1.0"
"3674";"A048214";"2007MM10";"   107.1";"     6.6";"     4.3";"    95.9";"    10.8";"     3.9"
"3675";"A048214";"2007MM11";"   117.3";"     3.5";"     2.8";"   104.6";"     8.7";"     5.1"
"3676";"A048214";"2007MM12";"   125.9";"     4.8";"     4.5";"   109.7";"     8.8";"     3.9"
"3677";"A048214";"2007KW04";"   116.8";"     4.9";"     3.9";"   103.4";"     9.4";"     4.3"
"3678";"A048214";"2008MM01";"   114.3";"    -1.9";"    -2.1";"   109.2";"     5.7";"     7.7"
"3679";"A048214";"2008MM02";"   109.2";"     1.5";"    -0.8";"   104.6";"     9.2";"     7.6"
"3680";"A048214";"2008MM03";"   112.3";"    -2.0";"    -0.7";"   108.3";"     4.9";"     7.1"
"3681";"A048214";"2008KW01";"   112.0";"    -0.8";"    -1.2";"   107.4";"     6.5";"     7.4"
"3682";"A048214";"2008MM04";"   109.1";"     5.3";"     3.5";"   103.4";"    11.9";"     6.2"
"3683";"A048214";"2008MM05";"   102.3";"    -1.6";"    -2.3";"    99.3";"     4.7";"     6.4"
"3684";"A048214";"2008MM06";"    97.4";"    -4.4";"    -1.8";"    94.8";"     3.2";"     7.9"
"3685";"A048214";"2008KW02";"   102.9";"    -0.2";"    -0.2";"    99.2";"     6.6";"     6.8"
"3686";"A048214";"2008MM07";"    93.2";"    -1.8";"    -3.7";"    91.0";"     7.2";"     9.2"
"3687";"A048214";"2008MM08";"    94.4";"    -4.6";"    -3.7";"    90.4";"     3.6";"     8.6"
"3688";"A048214";"2008MM09";"    96.7";"    -2.2";"    -2.5";"    92.7";"     5.9";"     8.3"
"3689";"A048214";"2008KW03";"    94.7";"    -2.9";"    -3.3";"    91.3";"     5.6";"     8.7"
"3690";"A048214";"2008MM10";"   106.4";"    -0.7";"    -1.0";"   101.8";"     6.1";"     6.8"
"3691";"A048214";"2008MM11";"   111.8";"    -4.7";"    -3.5";"   103.7";"    -0.9";"     4.0"
"3692";"A048214";"2008MM12";"   126.1";"     0.1";"    -0.1";"   114.2";"     4.1";"     3.9"
"3693";"A048214";"2008KW04";"   114.8";"    -1.7";"    -1.5";"   106.5";"     3.0";"     4.8"
"3694";"A048214";"2009MM01";"   124.5";"     8.9";"     8.7";"   122.2";"    11.9";"     2.8"
"3695";"A048214";"2009MM02";"   110.0";"     0.7";"     3.3";"   107.7";"     2.9";"     2.2"
"3696";"A048214";"2009MM03";"   111.1";"    -1.1";"    -0.5";"   106.9";"    -1.3";"    -0.2"
"3697";"A048214";"2009KW01";"   115.2";"     2.9";"     3.9";"   112.3";"     4.6";"     1.6"
"3698";"A048214";"2009MM04";"   101.2";"    -7.3";"    -7.3";"    93.3";"    -9.7";"    -2.7"
"3699";"A048214";"2009MM05";"   100.1";"    -2.2";"    -0.7";"    93.4";"    -5.9";"    -3.8"
"3700";"A048214";"2009MM06";"    95.3";"    -2.1";"    -3.1";"    89.6";"    -5.4";"    -3.4"
"3701";"A048214";"2009KW02";"    98.8";"    -4.0";"    -3.8";"    92.1";"    -7.1";"    -3.3"
"3702";"A048214";"2009MM07";"    95.1";"     2.0";"     1.9";"    84.2";"    -7.4";"    -9.2"
"3703";"A048214";"2009MM08";"    92.9";"    -1.6";"    -0.8";"    82.7";"    -8.5";"    -7.1"
"3704";"A048214";"2009MM09";"    94.3";"    -2.4";"    -2.7";"    83.4";"   -10.0";"    -7.8"
"3705";"A048214";"2009KW03";"    94.1";"    -0.7";"    -0.6";"    83.4";"    -8.7";"    -8.0"
"3706";"A048214";"2009MM10";"   102.3";"    -3.9";"    -3.9";"    91.0";"   -10.5";"    -6.9"
"3707";"A048214";"2009MM11";"   104.9";"    -6.2";"    -5.1";"    93.4";"    -9.9";"    -4.0"
"3708";"A048214";"2009MM12";"   131.1";"     4.0";"     3.9";"   114.9";"     0.6";"    -3.2"
"3709";"A048214";"2009KW04";"   112.8";"    -1.7";"    -1.5";"    99.8";"    -6.3";"    -4.7"
"3710";"A048214";"2010MM01";"   122.0";"    -2.0";"    -0.9";"   114.8";"    -6.0";"    -4.2"
"3711";"A048214";"2010MM02";"   108.4";"    -1.5";"    -1.1";"   102.5";"    -4.8";"    -3.4"
"3712";"A048214";"2010MM03";"   109.6";"    -1.4";"    -2.5";"   105.2";"    -1.6";"    -0.2"
"3713";"A048214";"2010KW01";"   113.3";"    -1.6";"    -1.5";"   107.5";"    -4.2";"    -2.6"
"3714";"A048214";"2010MM04";"   104.2";"     2.9";"     3.3";"    99.0";"     6.0";"     3.0"
"3715";"A048214";"2010MM05";"   102.3";"     2.2";"     3.2";"    97.4";"     4.2";"     2.0"
"3716";"A048214";"2010MM06";"    95.4";"     0.2";"    -0.3";"    90.8";"     1.3";"     1.1"
"3717";"A048214";"2010KW02";"   100.6";"     1.8";"     2.1";"    95.7";"     3.9";"     2.1"
"3718";"A048214";"2010MM07";"    93.9";"    -1.3";"    -1.7";"    87.3";"     3.7";"     5.1"
"3719";"A048214";"2010MM08";"    91.3";"    -1.8";"    -0.9";"    84.7";"     2.5";"     4.3"
"3720";"A048214";"2010MM09";"    96.0";"     1.8";"     1.9";"    89.8";"     7.7";"     5.7"
"3721";"A048214";"2010KW03";"    93.7";"    -0.4";"    -0.2";"    87.3";"     4.6";"     5.0"
"3722";"A048214";"2010MM10";"   102.7";"     0.4";"     1.6";"    95.9";"     5.4";"     5.0"
"3723";"A048214";"2010MM11";"   112.8";"     7.5";"     6.5";"   104.7";"    12.1";"     4.2"
"3724";"A048214";"2010MM12";"   138.0";"     5.3";"     5.0";"   128.4";"    11.7";"     6.1"
"3725";"A048214";"2010KW04";"   117.8";"     4.5";"     4.4";"   109.7";"     9.9";"     5.2"
"3726";"A048214";"2011MM01";"   115.8";"    -5.1";"    -4.7";"   113.4";"    -1.2";"     4.1"
"3727";"A048214";"2011MM02";"   105.9";"    -2.3";"    -2.3";"   104.5";"     1.9";"     4.3"
"3728";"A048214";"2011MM03";"   109.8";"     0.2";"     0.0";"   109.7";"     4.2";"     4.1"
"3729";"A048214";"2011KW01";"   110.5";"    -2.5";"    -2.4";"   109.2";"     1.5";"     4.2"
"3730";"A048214";"2011MM04";"   100.1";"    -3.9";"    -4.5";"   100.8";"     1.8";"     6.0"
"3731";"A048214";"2011MM05";"    97.3";"    -4.8";"    -4.1";"    98.3";"     1.0";"     6.1"
"3732";"A048214";"2011MM06";"    95.0";"    -0.5";"    -0.6";"    95.3";"     5.0";"     5.5"
"3733";"A048214";"2011KW02";"    97.5";"    -3.1";"    -3.1";"    98.1";"     2.5";"     5.9"
"3734";"A048214";"2011MM07";"    94.9";"     1.1";"     2.4";"    93.8";"     7.4";"     6.2"
"3735";"A048214";"2011MM08";"    92.9";"     1.8";"     0.1";"    91.0";"     7.5";"     5.6"
"3736";"A048214";"2011MM09";"    93.5";"    -2.7";"    -2.8";"    93.1";"     3.7";"     6.6"
"3737";"A048214";"2011KW03";"    93.8";"     0.0";"    -0.1";"    92.7";"     6.2";"     6.1"
"3738";"A048214";"2011MM10";"    99.4";"    -3.2";"    -2.4";"    98.3";"     2.5";"     5.9"
"3739";"A048214";"2011MM11";"   108.1";"    -4.2";"    -4.1";"   106.6";"     1.8";"     6.3"
"3740";"A048214";"2011MM12";"   125.5";"    -9.1";"    -8.3";"   123.1";"    -4.1";"     5.5"
"3741";"A048214";"2011KW04";"   111.0";"    -5.8";"    -5.2";"   109.4";"    -0.3";"     5.9"
"3742";"A048214";"2012MM01";"   113.2";"    -2.2";"    -1.7";"   117.4";"     3.5";"     5.8"
"3743";"A048214";"2012MM02";"   114.2";"     7.8";"     5.6";"   119.7";"    14.6";"     6.3"
"3744";"A048214";"2012MM03";"   105.6";"    -3.8";"    -4.4";"   112.2";"     2.3";"     6.3"
"3745";"A048214";"2012KW01";"   111.0";"     0.5";"    -0.3";"   116.4";"     6.6";"     6.1"
"3746";"A048214";"2012MM04";"   102.3";"     2.2";"     4.5";"   108.6";"     7.8";"     5.4"
"3747";"A048214";"2012MM05";"    98.3";"     1.0";"    -0.7";"   103.2";"     5.0";"     3.9"
"3748";"A048214";"2012MM06";"    95.3";"     0.3";"    -0.3";"    98.8";"     3.7";"     3.4"
"3749";"A048214";"2012KW02";"    98.6";"     1.2";"     1.2";"   103.5";"     5.5";"     4.3"
"3750";"A048214";"2012MM07";"    91.5";"    -3.6";"    -2.2";"    92.5";"    -1.4";"     2.2"
"3751";"A048214";"2012MM08";"    92.7";"    -0.2";"    -0.9";"    93.8";"     3.1";"     3.3"
"3752";"A048214";"2012MM09";"    92.9";"    -0.6";"     0.3";"    95.7";"     2.8";"     3.4"
"3753";"A048214";"2012KW03";"    92.4";"    -1.5";"    -1.0";"    94.0";"     1.4";"     3.0"
"3754";"A048214";"2012MM10";"   100.0";"     0.6";"    -0.5";"   104.0";"     5.8";"     5.1"
"3755";"A048214";"2012MM11";"   107.9";"    -0.2";"    -0.7";"   110.8";"     3.9";"     4.1"
"3756";"A048214";"2012MM12";"   122.9";"    -2.1";"    -0.8";"   124.9";"     1.4";"     3.6"
"3757";"A048214";"2012KW04";"   110.3";"    -0.7";"    -0.7";"   113.2";"     3.5";"     4.2"
"3758";"A048214";"2013MM01";"   116.3";"     2.8";"     1.4";"   124.5";"     6.1";"     3.3"
"3759";"A048214";"2013MM02";"   106.3";"    -6.9";"    -5.0";"   115.3";"    -3.7";"     3.4"
"3760";"A048214";"2013MM03";"   115.7";"     9.6";"    10.7";"   124.9";"    11.3";"     1.6"
"3761";"A048214";"2013KW01";"   112.8";"     1.6";"     2.2";"   121.6";"     4.4";"     2.8"
"3762";"A048214";"2013MM04";"   102.2";"    -0.1";"    -1.1";"   109.6";"     0.9";"     1.0"
"3763";"A048214";"2013MM05";"   100.0";"     1.8";"     1.2";"   106.7";"     3.4";"     1.5"
"3764";"A048214";"2013MM06";"    91.7";"    -3.8";"    -2.2";"    97.5";"    -1.3";"     2.6"
"3765";"A048214";"2013KW02";"    98.0";"    -0.6";"    -0.7";"   104.6";"     1.0";"     1.7"
"3766";"A048214";"2013MM07";"    90.9";"    -0.7";"    -2.3";"    93.8";"     1.4";"     2.1"
"3767";"A048214";"2013MM08";"    90.3";"    -2.6";"    -3.1";"    92.7";"    -1.2";"     1.4"
"3768";"A048214";"2013MM09";"    89.5";"    -3.7";"    -2.9";"    92.7";"    -3.2";"     0.5"
"3769";"A048214";"2013KW03";"    90.2";"    -2.3";"    -2.8";"    93.0";"    -1.0";"     1.3"
"3770";"A048214";"2013MM10";"    96.0";"    -4.0";"    -3.9";"    97.8";"    -6.0";"    -2.1"
"3771";"A048214";"2013MM11";"   106.6";"    -1.2";"    -1.7";"   107.5";"    -2.9";"    -1.7"
"3772";"A048214";"2013MM12";"   118.7";"    -3.4";"    -2.6";"   120.0";"    -3.9";"    -0.6"
"3773";"A048214";"2013KW04";"   107.1";"    -2.9";"    -2.7";"   108.4";"    -4.2";"    -1.4"
"3774";"A048214";"2014MM01";"   110.2";"    -5.3";"    -5.7";"   116.9";"    -6.2";"    -1.0"
"3775";"A048214";"2014MM02";"    98.4";"    -7.5";"    -7.6";"   104.8";"    -9.1";"    -1.7"
"3776";"A048214";"2014MM03";"   101.7";"   -12.2";"   -12.0";"   108.0";"   -13.5";"    -1.5"
"3777";"A048214";"2014KW01";"   103.4";"    -8.3";"    -8.4";"   109.9";"    -9.6";"    -1.4"
"3778";"A048214";"2014MM04";"    95.5";"    -6.6";"    -7.2";"   101.0";"    -7.9";"    -1.4"
"3779";"A048214";"2014MM05";"    97.9";"    -2.1";"    -2.6";"   103.4";"    -3.0";"    -1.0"
"3780";"A048214";"2014MM06";"    90.5";"    -1.3";"    -0.5";"    95.6";"    -1.9";"    -0.7"
"3781";"A048214";"2014KW02";"    94.6";"    -3.4";"    -3.6";"   100.0";"    -4.4";"    -1.0"
"3782";"A048214";"2014MM07";"    90.0";"    -0.9";"    -1.3";"    92.8";"    -1.0";"    -0.1"
"3783";"A048214";"2014MM08";"    88.5";"    -2.0";"    -0.7";"    90.3";"    -2.6";"    -0.6"
"3784";"A048214";"2014MM09";"    87.7";"    -2.0";"    -3.1";"    90.3";"    -2.5";"    -0.6"
"3785";"A048214";"2014KW03";"    88.7";"    -1.6";"    -1.7";"    91.1";"    -2.0";"    -0.4"
"3786";"A048214";"2014MM10";"    93.5";"    -2.7";"    -2.9";"    94.9";"    -2.9";"    -0.3"
"3787";"A048214";"2014MM11";"   100.9";"    -5.3";"    -3.8";"   100.8";"    -6.2";"    -1.0"
"3788";"A048214";"2014MM12";"   122.0";"     2.8";"     1.4";"   119.9";"     0.0";"    -2.7"
"3789";"A048214";"2014KW04";"   105.5";"    -1.5";"    -1.6";"   105.2";"    -3.0";"    -1.5"
"3790";"A048214";"2015MM01";"   114.3";"     3.7";"     3.4";"   115.1";"    -1.5";"    -5.0"
"3791";"A048214";"2015MM02";"   103.6";"     5.3";"     5.3";"   105.5";"     0.7";"    -4.4"
"3792";"A048214";"2015MM03";"   108.2";"     6.4";"     7.1";"   111.0";"     2.8";"    -3.4"
"3793";"A048214";"2015KW01";"   108.7";"     5.1";"     5.2";"   110.6";"     0.6";"    -4.3"
"3794";"A048214";"2015MM04";"   101.5";"     6.3";"     6.1";"   103.6";"     2.6";"    -3.4"
"3795";"A048214";"2015MM05";"    97.1";"    -0.8";"     0.4";"    99.5";"    -3.8";"    -3.0"
"3796";"A048214";"2015MM06";"    95.0";"     4.9";"     3.6";"    97.2";"     1.7";"    -3.1"
"3797";"A048214";"2015KW02";"    97.8";"     3.4";"     3.4";"   100.1";"     0.1";"    -3.2"
"3798";"A048214";"2015MM07";"    89.8";"    -0.3";"    -0.6";"    91.1";"    -1.8";"    -1.6"
"3799";"A048214";"2015MM08";"    86.2";"    -2.6";"    -1.8";"    85.8";"    -5.0";"    -2.5"
"3800";"A048214";"2015MM09";"    90.3";"     2.9";"     2.6";"    88.8";"    -1.7";"    -4.5"
"3801";"A048214";"2015KW03";"    88.8";"     0.0";"     0.1";"    88.6";"    -2.8";"    -2.8"
"3802";"A048214";"2015MM10";"    99.9";"     6.9";"     6.3";"    96.1";"     1.2";"    -5.3"
"3803";"A048214";"2015MM11";"    99.8";"    -1.1";"    -0.3";"    96.3";"    -4.4";"    -3.3"
"3804";"A048214";"2015MM12";"   114.4";"    -6.3";"    -6.0";"   109.8";"    -8.4";"    -2.3"
"3805";"A048214";"2015KW04";"   104.7";"    -0.7";"    -0.5";"   100.7";"    -4.2";"    -3.5"
"3806";"A048214";"2016MM01";"   112.8";"    -1.3";"    -0.3";"   108.6";"    -5.7";"    -4.5"
"3807";"A048214";"2016MM02";"   107.2";"     3.5";"     1.5";"   102.7";"    -2.7";"    -6.0"
"3808";"A048214";"2016MM03";"   112.8";"     4.2";"     2.7";"   108.3";"    -2.4";"    -6.3"
"3809";"A048214";"2016KW01";"   110.9";"     2.0";"     1.3";"   106.5";"    -3.6";"    -5.5"
"3810";"A048214";"2016MM04";"   103.7";"     2.2";"     1.6";"   100.7";"    -2.8";"    -4.9"
"3811";"A048214";"2016MM05";"    95.9";"    -1.2";"     0.1";"    93.8";"    -5.8";"    -4.7"
"3812";"A048214";"2016MM06";"    95.9";"     1.0";"     0.3";"    93.9";"    -3.5";"    -4.5"
"3813";"A048214";"2016KW02";"    98.5";"     0.7";"     0.7";"    96.1";"    -4.0";"    -4.7"
"3814";"A048214";"2016MM07";"    90.4";"     0.7";"     1.7";"    87.9";"    -3.5";"    -4.2"
"3815";"A048214";"2016MM08";"    88.2";"     2.3";"     1.5";"    85.5";"    -0.3";"    -2.5"
"3816";"A048214";"2016MM09";"    88.2";"    -2.4";"    -2.6";"    85.8";"    -3.4";"    -1.0"
"3817";"A048214";"2016KW03";"    88.9";"     0.2";"     0.2";"    86.4";"    -2.5";"    -2.7"
"3818";"A048214";"2016MM10";"    95.4";"    -4.5";"    -2.9";"    93.8";"    -2.4";"     2.2"
"3819";"A048214";"2016MM11";"   107.9";"     8.1";"     6.6";"   105.5";"     9.5";"     1.3"
"3820";"A048214";"2016MM12";"   120.6";"     5.4";"     4.7";"   119.6";"     8.9";"     3.3"
"3821";"A048214";"2016KW04";"   108.0";"     3.1";"     2.9";"   106.3";"     5.5";"     2.3"
"3822";"A048214";"2017MM01";"   119.5";"     6.0";"     7.0";"   118.5";"     9.2";"     3.0"
"3823";"A048214";"2017MM02";"   104.0";"    -3.0";"    -1.1";"   104.0";"     1.2";"     4.3"
"3824";"A048214";"2017MM03";"   108.6";"    -3.7";"    -4.1";"   107.8";"    -0.5";"     3.3"
"3825";"A048214";"2017KW01";"   110.7";"    -0.2";"     0.6";"   110.1";"     3.3";"     3.5"
"3826";"A048214";"2017MM04";"   103.5";"    -0.1";"     1.4";"   103.1";"     2.4";"     2.5"
"3827";"A048214";"2017MM05";"   100.1";"     4.3";"     2.6";"    98.7";"     5.2";"     0.9"
"3828";"A048214";"2017MM06";"    97.0";"     1.1";"     1.0";"    95.5";"     1.7";"     0.6"
"3829";"A048214";"2017KW02";"   100.2";"     1.7";"     1.7";"    99.1";"     3.1";"     1.4"
"3830";"A048214";"2017MM07";"    91.1";"     0.7";"     1.4";"    89.1";"     1.4";"     0.6"
"3831";"A048214";"2017MM08";"    89.5";"     1.5";"     1.1";"    88.0";"     2.9";"     1.4"
"3832";"A048214";"2017MM09";"    93.2";"     5.7";"     5.0";"    92.3";"     7.6";"     1.8"
"3833";"A048214";"2017KW03";"    91.3";"     2.6";"     2.5";"    89.8";"     3.9";"     1.3"
"3834";"A048214";"2017MM10";"    93.9";"    -1.6";"    -1.0";"    93.6";"    -0.1";"     1.5"
"3835";"A048214";"2017MM11";"   106.8";"    -1.0";"    -1.1";"   108.5";"     2.8";"     3.8"
"3836";"A048214";"2017MM12";"   120.3";"    -0.2";"     1.0";"   122.3";"     2.2";"     2.4"
"3837";"A048214";"2017KW04";"   107.0";"    -0.9";"    -0.3";"   108.1";"     1.7";"     2.6"
"3838";"A048214";"2018MM01";"   115.3";"    -3.6";"    -4.7";"   118.4";"    -0.1";"     3.6"
"3839";"A048214";"2018MM02";"   111.5";"     7.3";"     7.3";"   114.8";"    10.4";"     2.9"
"3840";"A048214";"2018MM03";"   118.8";"     9.4";"     9.1";"   121.9";"    13.1";"     3.4"
"3841";"A048214";"2018KW01";"   115.2";"     4.1";"     3.6";"   118.4";"     7.5";"     3.3"
"3842";"A048214";"2018MM04";"    99.3";"    -4.1";"    -3.2";"   102.2";"    -0.9";"     3.4"
"3843";"A048214";"2018MM05";"    98.5";"    -1.6";"    -2.0";"   102.6";"     4.0";"     5.7"
"3844";"A048214";"2018MM06";"    98.4";"     1.4";"     0.7";"   102.1";"     6.9";"     5.4"
"3845";"A048214";"2018KW02";"    98.7";"    -1.5";"    -1.5";"   102.3";"     3.2";"     4.8"
"3846";"A048214";"2018MM07";"    91.8";"     0.8";"     1.6";"    94.8";"     6.4";"     5.6"
"3847";"A048214";"2018MM08";"    89.7";"     0.2";"    -0.2";"    93.3";"     6.0";"     5.8"
"3848";"A048214";"2018MM09";"    90.4";"    -3.0";"    -1.3";"    94.1";"     2.0";"     5.1"
"3849";"A048214";"2018KW03";"    90.6";"    -0.7";"     0.0";"    94.0";"     4.7";"     5.5"
"3850";"A048214";"2018MM10";"    95.8";"     2.0";"     0.5";"   102.2";"     9.2";"     7.0"
"3851";"A048214";"2018MM11";"   108.9";"     2.0";"     1.9";"   115.8";"     6.7";"     4.7"
"3852";"A048214";"2018MM12";"   117.0";"    -2.8";"    -2.2";"   123.1";"     0.7";"     3.6"
"3853";"A048214";"2018KW04";"   107.2";"     0.2";"    -0.1";"   113.7";"     5.2";"     4.9"
"3854";"A048214";"2019MM01";"   119.6";"     3.7";"     3.4";"   131.3";"    10.9";"     6.9"
"3855";"A048214";"2019MM02";"   102.4";"    -8.2";"    -8.2";"   112.8";"    -1.8";"     7.0"
"3856";"A048214";"2019MM03";"   109.1";"    -8.1";"    -7.0";"   120.7";"    -1.0";"     7.8"
"3857";"A048214";"2019KW01";"   110.4";"    -4.2";"    -3.9";"   121.6";"     2.7";"     7.2"
